FY,Received From,Value,Party (specific),Party Group,Receipt type,Category,Subcategory,AEC
2022,Qantac Pty Ltd,"1,500",Labor (QLD),Labor,Other Receipt,Gambling - Tobacco - Alcohol,Hotels/Clubs,🔗
2022,Queensland Hotels Association Union of Employers,"1,500",Labor (QLD),Labor,Other Receipt,Gambling - Tobacco - Alcohol,Hotels/Clubs,🔗
2022,Queensland Hotels Association Union of Employers,"1,500",Labor (QLD),Labor,Other Receipt,Gambling - Tobacco - Alcohol,Hotels/Clubs,🔗
2022,Queensland Hotels Association Union of Employers,"1,500",Labor (QLD),Labor,Other Receipt,Gambling - Tobacco - Alcohol,Hotels/Clubs,🔗
2022,Queensland Motorways Management Pty. Ltd.,"1,500",Labor (QLD),Labor,Other Receipt,Services & Retail Sector,Transportation,🔗
2022,Rivergate Marina & Shipyard,"1,500",Labor (QLD),Labor,Other Receipt,Services & Retail Sector,Transportation,🔗
2022,Saorsa Health,"1,500",Labor (QLD),Labor,Other Receipt,Pharma & Private Health Industry,Private Healthcare Providers,🔗
2022,Sarina Russo Job Access,"1,500",Labor (QLD),Labor,Other Receipt,Services & Retail Sector,Social services,🔗
2022,SAS Consulting Group Pty Ltd,"1,500",Labor (QLD),Labor,Other Receipt,Consultancies and Law Firms,Public Relations,🔗
2022,SEC Newgate,"1,500",Labor (QLD),Labor,Other Receipt,Media and Communications,Advertising/Agencies,🔗
2022,Senex Energy Limited,"1,500",Labor (QLD),Labor,Other Receipt,Energy and Resource Companies,Fossil Fuel Industry > Gas and CSG,🔗
2022,Shayne Gilbert,"1,500",Labor (QLD),Labor,Other Receipt,Individual,,🔗
2022,The Busy Group Ltd,"1,500",Labor (QLD),Labor,Other Receipt,Education,,🔗
2022,The Hayes Family Discretionary Trust,"1,500",Labor (QLD),Labor,Donation Received,Uncategorised Company,,🔗
2022,The Pharmacy Guild of Australia,"1,500",Labor (QLD),Labor,Other Receipt,Pharma & Private Health Industry,Pharmaceutical Corporations,🔗
2022,The Pharmacy Guild of Australia,"1,500",Labor (QLD),Labor,Other Receipt,Pharma & Private Health Industry,Pharmaceutical Corporations,🔗
2022,Trevor Warren,"1,500",Labor (QLD),Labor,Donation Received,Individual,,🔗
2022,United Workers Union,"1,500",Labor (QLD),Labor,Other Receipt,Union,,🔗
2022,VALD Performance (Aust) Pty Ltd,"1,500",Labor (QLD),Labor,Other Receipt,Services & Retail Sector,IT,🔗
2022,Vanguard Health,"1,500",Labor (QLD),Labor,Other Receipt,Pharma & Private Health Industry,Private Healthcare Providers,🔗
2022,Westpac Banking Corporation,"1,500",Labor (QLD),Labor,Donation Received,Banking and Finance Industry,,🔗
2022,Westpac Banking Corporation,"1,500",Labor (QLD),Labor,Other Receipt,Banking and Finance Industry,,🔗
2022,WorkPac Pty Ltd,"1,500",Labor (QLD),Labor,Other Receipt,Consultancies and Law Firms,Consulting,🔗
2022,Mr Brian Fleay,"1,500",Greens (WA),Greens,Donation Received,Individual,,🔗
2022,Christine Lindsey,"1,500",Greens (WA),Greens,Donation Received,Individual,,🔗
2022,Daniel Grosso,"1,500",Greens (WA),Greens,Donation Received,Individual,,🔗
2022,Evan Litis,"1,500",Greens (WA),Greens,Donation Received,Individual,,🔗
2022,Mr Galen White,"1,500",Greens (WA),Greens,Donation Received,Individual,,🔗
2022,Hans Hug,"1,500",Greens (WA),Greens,Donation Received,Individual,,🔗
2022,Kate Swindells,"1,500",Greens (WA),Greens,Donation Received,Individual,,🔗
2022,Lewis Burgess,"1,500",Greens (WA),Greens,Donation Received,Individual,,🔗
2022,Nick Ingelbrecht,"1,500",Greens (WA),Greens,Donation Received,Individual,,🔗
2022,Woodside Energy Limited,"1,500",Nationals (Fed),Liberal/Nationals,Donation,Energy and Resource Companies,Fossil Fuel Industry > Oil and Gas,🔗
2022,Alex Sonneveld,"1,500",Labor (Fed),Labor,Donation Received,Individual,,🔗
2022,Caltex Australia,"1,500",Labor (Fed),Labor,Other Receipt,Energy and Resource Companies,Fossil Fuel Industry > Oil and Gas,🔗
2022,Melbourne Airport,"1,500",Labor (Fed),Labor,Other Receipt,Services & Retail Sector,Transportation,🔗
2022,Bill McIntyre,"1,500",Labor (Fed),Labor,Donation Received,Individual,,🔗
2022,Carl Mason,"1,500",Labor (Fed),Labor,Donation Received,Individual,,🔗
2022,Clive Crosby,"1,500",Labor (Fed),Labor,Donation Received,Individual,,🔗
2022,Clubs NSW,"1,500",Labor (Fed),Labor,Other Receipt,Gambling - Tobacco - Alcohol,Hotels/Clubs,🔗
2022,Daniel Mason,"1,500",Labor (Fed),Labor,Donation Received,Individual,,🔗
2022,Daniel Brass,"1,500",Labor (Fed),Labor,Donation Received,Individual,,🔗
2022,Daniel Casey,"1,500",Labor (Fed),Labor,Donation Received,Individual,,🔗
2022,Darien Wahlquist,"1,500",Labor (Fed),Labor,Donation Received,Individual,,🔗
2022,David Foster,"1,500",Labor (Fed),Labor,Donation Received,Individual,,🔗
2022,David Scott,"1,500",Labor (Fed),Labor,Donation Received,Individual,,🔗
2022,Del Stitz,"1,500",Labor (Fed),Labor,Donation Received,Individual,,🔗
2022,Diane Brown,"1,500",Labor (Fed),Labor,Donation Received,Individual,,🔗
2022,Diane Brown,"1,500",Labor (Fed),Labor,Donation Received,Individual,,🔗
2022,Ernst & Young,"1,500",Labor (Fed),Labor,Other Receipt,Consultancies and Law Firms,Accounting/Advisory,🔗
2022,Financial Services Council Limited,"1,500",Labor (Fed),Labor,Other Receipt,Banking and Finance Industry,,🔗
2022,Fiona Reynolds,"1,500",Labor (Fed),Labor,Donation Received,Individual,,🔗
2022,Gerard Naughtin,"1,500",Labor (Fed),Labor,Donation Received,Individual,,🔗
2022,Institute of Public Accountants,"1,500",Labor (Fed),Labor,Other Receipt,Banking and Finance Industry,,🔗
2022,Jacob Hook,"1,500",Labor (Fed),Labor,Donation Received,Individual,,🔗
2022,Jane Oakeshott,"1,500",Labor (Fed),Labor,Donation Received,Individual,,🔗
2022,Jane Williams,"1,500",Labor (Fed),Labor,Donation Received,Individual,,🔗
2022,Jenny Chantry,"1,500",Labor (Fed),Labor,Donation Received,Individual,,🔗
2022,John Cameron,"1,500",Labor (Fed),Labor,Donation Received,Individual,,🔗
2022,John Stambolis,"1,500",Labor (Fed),Labor,Donation Received,Individual,,🔗
2022,Kimberley Rea,"1,500",Labor (Fed),Labor,Donation Received,Individual,,🔗
2022,LET Australia Ltd,"1,500",Labor (Fed),Labor,Other Receipt,Energy and Resource Companies,Fossil Fuel Industry > Coal,🔗
2022,Luke Donkin,"1,500",Labor (Fed),Labor,Donation Received,Individual,,🔗
2022,Mark Ramsey,"1,500",Labor (Fed),Labor,Donation Received,Individual,,🔗
2022,Maureen Chuck,"1,500",Labor (Fed),Labor,Donation Received,Individual,,🔗
2022,Melissa Bailey,"1,500",Labor (Fed),Labor,Donation Received,Individual,,🔗
2022,Michael McKay,"1,500",Labor (Fed),Labor,Donation Received,Individual,,🔗
2022,National Automotive Leasing & Salary Packaging Ass,"1,500",Labor (Fed),Labor,Other Receipt,Consultancies and Law Firms,Consulting,🔗
2022,Nell Davies,"1,500",Labor (Fed),Labor,Donation Received,Individual,,🔗
2022,Nicola mason,"1,500",Labor (Fed),Labor,Donation Received,Individual,,🔗
2022,Pathology Technology Australia Limited,"1,500",Labor (Fed),Labor,Other Receipt,Lobbying Firms,,🔗
2022,Ray Wilson,"1,500",Labor (Fed),Labor,Donation Received,Individual,,🔗
2022,Richard Stiles,"1,500",Labor (Fed),Labor,Donation Received,Individual,,🔗
2022,Rob MICHAEL,"1,500",Labor (Fed),Labor,Donation Received,Individual,,🔗
2022,Rolf Klotz,"1,500",Labor (Fed),Labor,Donation Received,Individual,,🔗
2022,Rosemary Richardson,"1,500",Labor (Fed),Labor,Donation Received,Individual,,🔗
2022,Shop Assist's & W/House Employees' Fed of Aust-N'c,"1,500",Labor (Fed),Labor,Donation Received,Union,,🔗
2022,Sharnie Wu,"1,500",Labor (Fed),Labor,Donation Received,Individual,,🔗
2022,Stephanie Daly,"1,500",Labor (Fed),Labor,Donation Received,Individual,,🔗
2022,Sue Abrahams,"1,500",Labor (Fed),Labor,Donation Received,Individual,,🔗
2022,Wayne Bobbin,"1,500",Labor (Fed),Labor,Donation Received,Individual,,🔗
2022,Wayne Bobbin,"1,500",Labor (Fed),Labor,Donation Received,Individual,,🔗
2022,Alan Kepper Family Trust,"1,500",Labor (QLD),Labor,Other Receipt,Uncategorised Company,,🔗
2022,Ali King,"1,500",Labor (QLD),Labor,Donation Received,Individual,,🔗
2022,Allan Ringland,"1,500",Labor (QLD),Labor,Donation Received,Individual,,🔗
2022,Transport Workers Union of Australia Queensland Branch,"1,480",Labor (QLD),Labor,Donation Received,Union,,🔗
2022,Transport Workers Union of Australia Queensland Branch,"1,480",Labor (QLD),Labor,Donation Received,Union,,🔗
2022,Transport Workers Union of Australia Queensland Branch,"1,480",Labor (QLD),Labor,Donation Received,Union,,🔗
2022,Transport Workers Union of Australia Queensland Branch,"1,480",Labor (QLD),Labor,Donation Received,Union,,🔗
2022,Transport Workers Union of Australia Queensland Branch,"1,480",Labor (QLD),Labor,Donation Received,Union,,🔗
2022,Transport Workers Union of Australia Queensland Branch,"1,480",Labor (QLD),Labor,Donation Received,Union,,🔗
2022,Transport Workers Union of Australia Queensland Branch,"1,480",Labor (QLD),Labor,Donation Received,Union,,🔗
2022,Transport Workers Union of Australia Queensland Branch,"1,480",Labor (QLD),Labor,Donation Received,Union,,🔗
2022,Transport Workers Union of Australia Queensland Branch,"1,480",Labor (QLD),Labor,Donation Received,Union,,🔗
2022,Transport Workers Union of Australia Queensland Branch,"1,480",Labor (QLD),Labor,Donation Received,Union,,🔗
2022,Transport Workers Union of Australia Queensland Branch,"1,480",Labor (QLD),Labor,Donation Received,Union,,🔗
2022,Transport Workers Union of Australia Queensland Branch,"1,480",Labor (QLD),Labor,Donation Received,Union,,🔗
2022,Transport Workers Union of Australia Queensland Branch,"1,480",Labor (QLD),Labor,Donation Received,Union,,🔗
2022,Community and Public Sector Union (PSU Group),"1,454",Labor (QLD),Labor,Donation Received,Union,,🔗
2022,Anura Sooriyabandara,"1,417",Labor (Fed),Labor,Donation Received,Individual,,🔗
2022,Community and Public Sector Union (PSU Group),"1,367",Labor (QLD),Labor,Donation Received,Union,,🔗
2022,United Workers Union,"1,367",Labor (QLD),Labor,Other Receipt,Union,,🔗
2022,Minerals Council of Australia,"1,364",Liberals (ACT),Liberal/Nationals,Donation,Energy and Resource Companies,Fossil Fuel Industry > Coal - Oil - Gas,🔗
2022,The Australian Workers Union of Employees Queensland,"1,342",Labor (QLD),Labor,Donation Received,Union,,🔗
2022,Aventia Institute,"1,320",Labor (QLD),Labor,Other Receipt,Education,,🔗
2022,Craig Westwood,"1,320",Labor (QLD),Labor,Other Receipt,Individual,,🔗
2022,General Outdoor Advertising Pty Ltd,"1,320",Labor (QLD),Labor,Other Receipt,Media and Communications,Advertising/Agencies,🔗
2022,Govstrat Pty Ltd,"1,320",Labor (QLD),Labor,Other Receipt,Lobbying Firms,,🔗
2022,Jackie Trad,"1,320",Labor (QLD),Labor,Other Receipt,Individual,,🔗
2022,Kuhn Corp Print Pty Ltd,"1,320",Labor (QLD),Labor,Other Receipt,Services & Retail Sector,Retail & Service,🔗
2022,M.A Goss GSL Pty Ltd,"1,320",Labor (QLD),Labor,Other Receipt,Consultancies and Law Firms,Law Firms,🔗
2022,Master Electricians,"1,320",Labor (QLD),Labor,Other Receipt,Developers and Property Industry,Developers/Property,🔗
2022,Maurice Blackburn Lawyers,"1,320",Labor (QLD),Labor,Other Receipt,Consultancies and Law Firms,Law Firms,🔗
2022,Motor Trades Association of QLD,"1,320",Labor (QLD),Labor,Other Receipt,Lobbying Firms,,🔗
2022,National Retail Association,"1,320",Labor (QLD),Labor,Other Receipt,Lobbying Firms,,🔗
2022,Paul Lucas,"1,320",Labor (QLD),Labor,Other Receipt,Individual,,🔗
2022,Retail Guild of Australia Inc,"1,320",Labor (QLD),Labor,Other Receipt,Lobbying Firms,,🔗
2022,Sarina Russo Job Access,"1,320",Labor (QLD),Labor,Other Receipt,Services & Retail Sector,Social services,🔗
2022,Steve Wyborn Consulting Pty Ltd,"1,320",Labor (QLD),Labor,Other Receipt,Consultancies and Law Firms,Consulting,🔗
2022,The Busy Group Ltd,"1,320",Labor (QLD),Labor,Other Receipt,Education,,🔗
2022,The Busy Group Ltd,"1,320",Labor (QLD),Labor,Other Receipt,Education,,🔗
2022,The Busy Group Ltd,"1,320",Labor (QLD),Labor,Other Receipt,Education,,🔗
2022,The Pharmacy Guild of Australia,"1,320",Labor (QLD),Labor,Other Receipt,Pharma & Private Health Industry,Pharmaceutical Corporations,🔗
2022,The Pharmacy Guild of Australia,"1,320",Labor (QLD),Labor,Other Receipt,Pharma & Private Health Industry,Pharmaceutical Corporations,🔗
2022,Vanguard Health,"1,320",Labor (QLD),Labor,Other Receipt,Pharma & Private Health Industry,Private Healthcare Providers,🔗
2022,Richardson Coutts Pty Limited,"1,320",Labor (Fed),Labor,Other Receipt,Lobbying Firms,,🔗
2022,Chevron Australia Pty Ltd,"1,320",Nationals (Fed),Liberal/Nationals,Donation,Energy and Resource Companies,Fossil Fuel Industry > Oil and Gas,🔗
2022,The Star Entertainment Group,"1,313",Labor (QLD),Labor,Donation Received,Gambling - Tobacco - Alcohol,Gambling Industry,🔗
2022,James McDonald,"1,300",Labor (QLD),Labor,Other Receipt,Individual,,🔗
2022,Sven Ray,"1,300",Labor (QLD),Labor,Other Receipt,Individual,,🔗
2022,QIHE Pty Ltd,"1,288",Labor (QLD),Labor,Other Receipt,Services & Retail Sector,Retail & Service,🔗
2022,Cheryl Gray,"1,250",Labor (QLD),Labor,Other Receipt,Individual,,🔗
2022,National Retail Association,"1,250",Labor (QLD),Labor,Other Receipt,Lobbying Firms,,🔗
2022,APPEA Limited,"1,250",Liberals (NSW),Liberal/Nationals,Donation,Energy and Resource Companies,Fossil Fuel Industry > Oil and Gas,🔗
2022,The Strategic Counsel,"1,250",Labor (Fed),Labor,Other Receipt,Consultancies and Law Firms,Consulting,🔗
2022,The Australian Workers Union of Employees Queensland,"1,249",Labor (QLD),Labor,Donation Received,Union,,🔗
2022,Will Bentley,"1,240",Labor (Fed),Labor,Donation Received,Individual,,🔗
2022,Shayne Neumann,"1,237",Labor (QLD),Labor,Donation Received,Individual,,🔗
2022,Australian Services Union (QLD Services Branch),"1,200",Labor (QLD),Labor,Donation Received,Union,,🔗
2022,Cairns Maritime Activists Social Club,"1,200",Labor (QLD),Labor,Donation Received,Lobbying Firms,,🔗
2022,Communications Electrical Electronic Energy Information Postal Plumbing and Allied Services Union of Australia Electrical Division Queensland & Northern Territory Divisional Branch,"1,200",Labor (QLD),Labor,Donation Received,Union,,🔗
2022,Crisis&Comms Co,"1,200",Labor (QLD),Labor,Other Receipt,Consultancies and Law Firms,Public Relations,🔗
2022,Crisis&Comms Co,"1,200",Labor (QLD),Labor,Other Receipt,Consultancies and Law Firms,Public Relations,🔗
2022,Grace Education Pty Ltd,"1,200",Labor (QLD),Labor,Other Receipt,Education,,🔗
2022,Justin Scattini,"1,200",Labor (QLD),Labor,Other Receipt,Individual,,🔗
2022,Paul Lin,"1,200",Labor (QLD),Labor,Other Receipt,Individual,,🔗
2022,RiOT Solutions Pty Ltd,"1,200",Labor (QLD),Labor,Donation Received,Services & Retail Sector,IT,🔗
2022,ACCIONA Energia,"1,200",Labor (Fed),Labor,Other Receipt,Manufacturing and Heavy Industry,,🔗
2022,Advisory Street Pty Ltd,"1,200",Labor (Fed),Labor,Other Receipt,Lobbying Firms,,🔗
2022,Aspen Medical,"1,200",Labor (Fed),Labor,Other Receipt,Pharma & Private Health Industry,Private Healthcare Providers,🔗
2022,Asuria People Services Pty Ltd,"1,200",Labor (Fed),Labor,Other Receipt,Services & Retail Sector,Retail & Service,🔗
2022,Auspaynet,"1,200",Labor (Fed),Labor,Other Receipt,Lobbying Firms,,🔗
2022,Blackmores Ltd,"1,200",Labor (Fed),Labor,Other Receipt,Pharma & Private Health Industry,Pharmaceutical Corporations,🔗
2022,Boston Consulting Group,"1,200",Labor (Fed),Labor,Other Receipt,Consultancies and Law Firms,Consulting,🔗
2022,Chevron Australia Pty Ltd,"1,200",Labor (Fed),Labor,Other Receipt,Energy and Resource Companies,Fossil Fuel Industry > Oil and Gas,🔗
2022,Copyright Agency Limited,"1,200",Labor (Fed),Labor,Other Receipt,Media and Communications,,🔗
2022,Cryptoloc Technology Pty Ltd,"1,200",Labor (Fed),Labor,Other Receipt,Services & Retail Sector,IT,🔗
2022,Cryptoloc Technology Pty Ltd,"1,200",Labor (Fed),Labor,Other Receipt,Services & Retail Sector,IT,🔗
2022,Customer Owned Banking Association,"1,200",Labor (Fed),Labor,Other Receipt,Banking and Finance Industry,,🔗
2022,EML Payments,"1,200",Labor (Fed),Labor,Other Receipt,Banking and Finance Industry,,🔗
2022,Financial Services Council Limited,"1,200",Labor (Fed),Labor,Other Receipt,Banking and Finance Industry,,🔗
2022,Fortescue Future Industries,"1,200",Labor (Fed),Labor,Other Receipt,Energy and Resource Companies,Other Energy and Resource Companies,🔗
2022,GFG Alliance,"1,200",Labor (Fed),Labor,Other Receipt,Energy and Resource Companies,Other Energy and Resource Companies,🔗
2022,Hawker Britton Pty Ltd,"1,200",Labor (Fed),Labor,Other Receipt,Lobbying Firms,,🔗
2022,IAB Australia,"1,200",Labor (Fed),Labor,Other Receipt,Lobbying Firms,,🔗
2022,IFDA,"1,200",Labor (Fed),Labor,Other Receipt,Lobbying Firms,,🔗
2022,Inconcert,"1,200",Labor (Fed),Labor,Other Receipt,Services & Retail Sector,IT,🔗
2022,Independent Tertiary Education Council Australia,"1,200",Labor (Fed),Labor,Other Receipt,Education,,🔗
2022,Insurance Australia Group Limited,"1,200",Labor (Fed),Labor,Other Receipt,Banking and Finance Industry,,🔗
2022,Mawson Infrastructure Group,"1,200",Labor (Fed),Labor,Other Receipt,Banking and Finance Industry,,🔗
2022,Origin Energy,"1,200",Labor (Fed),Labor,Other Receipt,Energy and Resource Companies,Fossil Fuel Industry > Coal and Gas,🔗
2022,Plenti,"1,200",Labor (Fed),Labor,Other Receipt,Banking and Finance Industry,,🔗
2022,Policy Counsel,"1,200",Labor (Fed),Labor,Other Receipt,Developers and Property Industry,Construction/Industrial,🔗
2022,QBE Insurance Group Limited,"1,200",Labor (Fed),Labor,Other Receipt,Banking and Finance Industry,,🔗
2022,Sarina Russo Job Access,"1,200",Labor (Fed),Labor,Other Receipt,Services & Retail Sector,Social services,🔗
2022,ScotPac Finance,"1,200",Labor (Fed),Labor,Other Receipt,Banking and Finance Industry,,🔗
2022,SMSF Assocation,"1,200",Labor (Fed),Labor,Other Receipt,Lobbying Firms,,🔗
2022,Spirits & Cocktails Australia,"1,200",Labor (Fed),Labor,Other Receipt,Gambling - Tobacco - Alcohol,Alcohol,🔗
2022,Settlement Services Ltd,"1,200",Labor (Fed),Labor,Other Receipt,Services & Retail Sector,Social services,🔗
2022,TG Public Affairs,"1,200",Labor (Fed),Labor,Other Receipt,Consultancies and Law Firms,Public Relations,🔗
2022,Willard Public Affairs,"1,200",Labor (Fed),Labor,Other Receipt,Media and Communications,Advertising/Agencies,🔗
2022,Golden Vision Retail Pty Ltd,"1,197",Labor (QLD),Labor,Other Receipt,Services & Retail Sector,Retail & Service,🔗
2022,CAVU Pty Ltd,"1,175",One Nation (Fed),One Nation,Other Receipt,Gambling - Tobacco - Alcohol,Alcohol,🔗
2022,Community and Public Sector Union (PSU Group),"1,173",Labor (QLD),Labor,Donation Received,Union,,🔗
2022,Govstrat Pty Ltd,"1,157",Labor (QLD),Labor,Donation Received,Lobbying Firms,,🔗
2022,Labor (TAS),"1,156",Labor (Fed),Labor,Other Receipt,Intra-Political Party,,🔗
2022,Community and Public Sector Union (PSU Group),"1,154",Labor (QLD),Labor,Donation Received,Union,,🔗
2022,Shayne Neumann,"1,151",Labor (QLD),Labor,Donation Received,Individual,,🔗
2022,Shayne Neumann,"1,140",Labor (QLD),Labor,Donation Received,Individual,,🔗
2022,Labor (TAS),"1,134",Labor (Fed),Labor,Other Receipt,Intra-Political Party,,🔗
2022,Labor (TAS),"1,134",Labor (Fed),Labor,Other Receipt,Intra-Political Party,,🔗
2022,Labor (TAS),"1,133",Labor (Fed),Labor,Other Receipt,Intra-Political Party,,🔗
2022,Labor (TAS),"1,133",Labor (Fed),Labor,Other Receipt,Intra-Political Party,,🔗
2022,Labor (TAS),"1,125",Labor (Fed),Labor,Other Receipt,Intra-Political Party,,🔗
2022,Labor (TAS),"1,103",Labor (Fed),Labor,Other Receipt,Intra-Political Party,,🔗
2022,Counsel House,"1,100",Labor (Fed),Labor,Other Receipt,Consultancies and Law Firms,Public Relations,🔗
2022,Edwards LifeSciences,"1,100",Labor (Fed),Labor,Other Receipt,Pharma & Private Health Industry,Private Healthcare Providers,🔗
2022,EML Payments,"1,100",Labor (Fed),Labor,Other Receipt,Banking and Finance Industry,,🔗
2022,Financial Services Council Limited,"1,100",Labor (Fed),Labor,Other Receipt,Banking and Finance Industry,,🔗
2022,GC Advisory,"1,100",Labor (Fed),Labor,Other Receipt,Consultancies and Law Firms,,🔗
2022,GRACosway,"1,100",Labor (Fed),Labor,Other Receipt,Media and Communications,Advertising/Agencies,🔗
2022,Hawker Britton Pty Ltd,"1,100",Labor (Fed),Labor,Other Receipt,Lobbying Firms,,🔗
2022,Insurance Australia Group Limited,"1,100",Labor (Fed),Labor,Other Receipt,Banking and Finance Industry,,🔗
2022,MATES in Construction,"1,100",Labor (Fed),Labor,Other Receipt,Lobbying Firms,,🔗
2022,National Catholic Education Commission,"1,100",Labor (Fed),Labor,Other Receipt,Education,,🔗
2022,Shop Assist's & W/House Employees' Fed of Aust-N'c,"1,100",Labor (Fed),Labor,Other Receipt,Union,,🔗
2022,Shop Distributive & Allied Employees' Association NSW Branch,"1,100",Labor (Fed),Labor,Other Receipt,Union,,🔗
2022,"Shop, Distributive & Allied Employees' Association - National","1,100",Labor (Fed),Labor,Other Receipt,Union,,🔗
2022,Transport Workers Union of Australia - NSW Branch,"1,100",Labor (Fed),Labor,Other Receipt,Union,,🔗
2022,Alan Kepper Family Trust,"1,100",Labor (QLD),Labor,Other Receipt,Uncategorised Company,,🔗
2022,Australasian Meat Industry Employees Union (QLD),"1,100",Labor (QLD),Labor,Donation Received,Union,,🔗
2022,Australian Services Union (QLD Services Branch),"1,100",Labor (QLD),Labor,Other Receipt,Union,,🔗
2022,Bishopp Outdoor Advertising Pty Ltd,"1,100",Labor (QLD),Labor,Other Receipt,Media and Communications,Advertising/Agencies,🔗
2022,Black & White Cabs Pty Ltd,"1,100",Labor (QLD),Labor,Other Receipt,Services & Retail Sector,Transportation,🔗
2022,CEPU Plumbing Division Queensland Branch,"1,100",Labor (QLD),Labor,Other Receipt,Union,,🔗
2022,Communications Electrical Electronic Energy Information Postal Plumbing and Allied Services Union of Australia Electrical Division Queensland & Northern Territory Divisional Branch,"1,100",Labor (QLD),Labor,Other Receipt,Union,,🔗
2022,Crisis&Comms Co,"1,100",Labor (QLD),Labor,Other Receipt,Consultancies and Law Firms,Public Relations,🔗
2022,Cryptoloc Technology Pty Ltd,"1,100",Labor (QLD),Labor,Other Receipt,Services & Retail Sector,IT,🔗
2022,Cryptoloc Technology Pty Ltd,"1,100",Labor (QLD),Labor,Other Receipt,Services & Retail Sector,IT,🔗
2022,David Cullen,"1,100",Labor (QLD),Labor,Other Receipt,Individual,,🔗
2022,Dilip Rawal,"1,100",Labor (QLD),Labor,Other Receipt,Individual,,🔗
2022,Edward Lovelee,"1,100",Labor (QLD),Labor,Other Receipt,Individual,,🔗
2022,Electro Group Apprentices,"1,100",Labor (QLD),Labor,Other Receipt,Education,,🔗
2022,Govstrat Pty Ltd,"1,100",Labor (QLD),Labor,Other Receipt,Lobbying Firms,,🔗
2022,Hall Payne Lawyers,"1,100",Labor (QLD),Labor,Other Receipt,Consultancies and Law Firms,Law Firms,🔗
2022,Jason Brandon,"1,100",Labor (QLD),Labor,Donation Received,Individual,,🔗
2022,JBS Australia Pty Limited,"1,100",Labor (QLD),Labor,Other Receipt,Food and Agriculture,,🔗
2022,TAG Management Services Pty Ltd,"1,100",Labor (QLD),Labor,Other Receipt,Services & Retail Sector,Retail & Service,🔗
2022,Kuhn Corp Print Pty Ltd,"1,100",Labor (QLD),Labor,Other Receipt,Services & Retail Sector,Retail & Service,🔗
2022,Kuhn Corp Print Pty Ltd,"1,100",Labor (QLD),Labor,Other Receipt,Services & Retail Sector,Retail & Service,🔗
2022,Manildra Group,"1,100",Labor (QLD),Labor,Other Receipt,Food and Agriculture,,🔗
2022,Martin Currie Investment Managment,"1,100",Labor (QLD),Labor,Other Receipt,Banking and Finance Industry,,🔗
2022,Mazars (Qld) Pty Limited,"1,100",Labor (QLD),Labor,Other Receipt,Consultancies and Law Firms,Accounting/Advisory,🔗
2022,QER Pty Ltd,"1,100",Labor (QLD),Labor,Other Receipt,Energy and Resource Companies,Fossil Fuel Industry > Oil and Gas,🔗
2022,Queensland Bus Industry Council Inc,"1,100",Labor (QLD),Labor,Other Receipt,Lobbying Firms,,🔗
2022,Queensland Hotels Association Union of Employers,"1,100",Labor (QLD),Labor,Other Receipt,Gambling - Tobacco - Alcohol,Hotels/Clubs,🔗
2022,Queensland Motorways Management Pty. Ltd.,"1,100",Labor (QLD),Labor,Other Receipt,Services & Retail Sector,Transportation,🔗
2022,Risk 2 Solution,"1,100",Labor (QLD),Labor,Other Receipt,Consultancies and Law Firms,Consulting,🔗
2022,SAS Consulting Group Pty Ltd,"1,100",Labor (QLD),Labor,Other Receipt,Consultancies and Law Firms,Public Relations,🔗
2022,Social Impact Qld,"1,100",Labor (QLD),Labor,Other Receipt,Consultancies and Law Firms,Public Relations,🔗
2022,SoldOut,"1,100",Labor (QLD),Labor,Other Receipt,Services & Retail Sector,Entertainment,🔗
2022,St Baker Energy Innovation Trust,"1,100",Labor (QLD),Labor,Other Receipt,Energy and Resource Companies,Other Energy and Resource Companies,🔗
2022,St Baker Energy Innovation Trust,"1,100",Labor (QLD),Labor,Other Receipt,Energy and Resource Companies,Other Energy and Resource Companies,🔗
2022,Tabcorp Holdings Limited,"1,100",Labor (QLD),Labor,Other Receipt,Gambling - Tobacco - Alcohol,Gambling Industry,🔗
2022,The Australian Workers Union of Employees Queensland,"1,100",Labor (QLD),Labor,Other Receipt,Union,,🔗
2022,The Master Plumbers Assn of Qld Union of Employers,"1,100",Labor (QLD),Labor,Other Receipt,Developers and Property Industry,Developers/Property,🔗
2022,The Trustee for Thadilly Unit Trust,"1,100",Labor (QLD),Labor,Donation Received,Uncategorised Company,,🔗
2022,Transport Workers Union of Australia Queensland Branch,"1,100",Labor (QLD),Labor,Other Receipt,Union,,🔗
2022,Your Cover Pty Ltd,"1,100",Labor (QLD),Labor,Other Receipt,Banking and Finance Industry,,🔗
2022,Zanow's Concrete and Quarries,"1,100",Labor (QLD),Labor,Other Receipt,Energy and Resource Companies,Other Energy and Resource Companies,🔗
2022,Woodside Energy Limited,"1,100",Labor (WA),Labor,Donation,Energy and Resource Companies,Fossil Fuel Industry > Oil and Gas,🔗
2022,Woodside Energy Limited,"1,100",Labor (WA),Labor,Donation,Energy and Resource Companies,Fossil Fuel Industry > Oil and Gas,🔗
2022,Woodside Energy Limited,"1,100",Labor (WA),Labor,Donation,Energy and Resource Companies,Fossil Fuel Industry > Oil and Gas,🔗
2022,Woodside Energy Limited,"1,100",Nationals (Fed),Liberal/Nationals,Donation,Energy and Resource Companies,Fossil Fuel Industry > Oil and Gas,🔗
